model;price;transmission;mileage;fuelType;tax;mpg;engineSize;Make
 A5;27900;Semi-Auto;5000;Petrol;145;40,4;2;audi
 Golf SV;24950;Automatic;1000;Petrol;150;42,8;1,5;vw
 Golf;24990;Automatic;844;Petrol;150;44,8;1,5;vw
 Q3;29995;Manual;1014;Petrol;145;40,9;1,5;audi
 X2;30990;Semi-Auto;10;Petrol;145;42,8;1,5;BMW
 Focus;20990;Manual;1853;Petrol;145;49,6;1;Ford
 Golf;26990;Semi-Auto;5000;Petrol;145;44,1;1,5;vw
 Scala;17650;Semi-Auto;4112;Petrol;145;45,6;1,5;skoda
 I30;15495;Manual;3363;Petrol;145;44,8;1;Hyundai
 Kamiq;20995;Semi-Auto;1000;Petrol;145;43,5;1,5;skoda
 3 Series;32475;Semi-Auto;12;Diesel;145;48,7;2;BMW
 A3;16999;Manual;2718;Petrol;150;49,6;1;audi
 Q5;42991;Semi-Auto;2648;Diesel;145;38,2;2;audi
 A1;19490;Manual;1500;Petrol;145;48,7;1;audi
 A3;29000;Automatic;3153;Petrol;145;34,5;2;audi
 3 Series;43900;Automatic;11;Petrol;145;34,9;3;BMW
 Golf;21450;Automatic;3000;Diesel;145;62,8;2;vw
 Golf;21206;Manual;925;Petrol;145;49,6;1,5;vw
 Mondeo;22999;Semi-Auto;6897;Diesel;145;58,9;2;Ford
 T-Roc;36995;Semi-Auto;1000;Petrol;145;32,5;2;vw
 Up;12250;Manual;100;Petrol;145;54,3;1;vw
 Q3;33990;Automatic;1500;Diesel;145;47,1;2;audi
 Kamiq;17495;Manual;1000;Petrol;145;49,6;1;skoda
 X6;57990;Semi-Auto;3955;Diesel;145;34,9;3;BMW
 Polo;15780;Manual;3547;Petrol;145;52,3;1;vw
 I10;14995;Manual;1000;Petrol;145;53,3;1;Hyundai
 Z4;31350;Automatic;111;Petrol;145;38,7;2;BMW
 A6;43990;Semi-Auto;2500;Diesel;145;37,7;3;audi
 2 Series;20980;Semi-Auto;10;Petrol;145;50,4;1,5;BMW
 A4;25000;Manual;1000;Petrol;145;42,2;2;audi
 T-Roc;19541;Manual;4822;Diesel;145;51,4;1,6;vw
 TT;32990;Automatic;150;Petrol;145;38,7;2;audi
 Focus;19990;Manual;2525;Petrol;145;58,9;1;Ford
 Scala;17990;Manual;100;Petrol;150;49,6;1;skoda
 A5;59995;Semi-Auto;2000;Diesel;150;40,9;3;audi
 3 Series;28990;Semi-Auto;14;Diesel;145;50,4;2;BMW
 Q2;35495;Semi-Auto;1934;Petrol;145;32,5;2;audi
 Aygo;10790;Semi-Auto;525;Petrol;145;56,5;1;toyota
 Kamiq;18299;Manual;2500;Petrol;145;47,9;1;skoda
 Ioniq;20999;Automatic;8000;Hybrid;140;62,8;1,6;Hyundai
 A5;32995;Semi-Auto;2000;Diesel;145;48,7;2;audi
 Ioniq;20950;Semi-Auto;400;Hybrid;140;62,8;1,6;Hyundai
 2 Series;23990;Semi-Auto;105;Diesel;145;47,1;2;BMW
 T-Roc;23950;Semi-Auto;3000;Petrol;145;39,8;1,5;vw
 Z4;29980;Semi-Auto;10;Petrol;145;38,7;2;BMW
 1 Series;34999;Automatic;197;Diesel;145;48,7;2;BMW
 A1;21000;Manual;3999;Petrol;145;47,9;1;audi
 Amarok;39999;Automatic;2451;Diesel;260;33,6;3;vw
 Kamiq;19990;Semi-Auto;1587;Petrol;150;45,6;1;skoda
 Q2;25990;Semi-Auto;6000;Diesel;145;46,3;1,6;audi
 T-Roc;24999;Semi-Auto;1165;Diesel;145;50,4;2;vw
 Golf;28000;Semi-Auto;100;Hybrid;145;44,8;1,5;vw
 GT86;25995;Manual;3250;Petrol;145;33,2;2;toyota
 2 Series;20980;Semi-Auto;9;Petrol;150;50,4;1,5;BMW
 Mondeo;21000;Manual;25;Diesel;145;65,7;2;Ford
 Golf;21990;Semi-Auto;4669;Petrol;145;45,6;1,5;vw
 TT;34995;Semi-Auto;2000;Petrol;150;40,9;2;audi
 5 Series;32475;Semi-Auto;12;Hybrid;145;49,6;2;BMW
 T-Cross;20990;Manual;2500;Diesel;145;52,3;1,6;vw
 Passat;35999;Automatic;2030;Hybrid;135;41,5;1,4;vw
 Golf;20769;Manual;1116;Petrol;145;49,6;1,5;vw
 I10;11670;Manual;101;Petrol;145;56,5;1;Hyundai
 Kamiq;18990;Manual;1908;Petrol;150;47,9;1;skoda
 Golf;31498;Semi-Auto;10;Petrol;150;32,8;2;vw
 A4;36950;Automatic;3200;Diesel;145;45,6;2;audi
 4 Series;39250;Semi-Auto;151;Diesel;150;47,9;3;BMW
 Fiesta;15000;Manual;250;Petrol;150;56,5;1;Ford
 I30;15795;Manual;4000;Petrol;145;45,6;1;Hyundai
 3 Series;41995;Automatic;4300;Petrol;145;33,6;3;BMW
 A4;25500;Manual;1000;Petrol;145;42,2;2;audi
 Q3;29930;Automatic;4563;Diesel;145;48,7;2;audi
 Up;11000;Manual;2500;Petrol;145;54,3;1;vw
 Q3;31990;Manual;2100;Petrol;145;39,8;1,5;audi
 Sharan;21998;Manual;741;Diesel;150;43,5;2;vw
 Tiguan;28250;Semi-Auto;669;Petrol;145;30,4;2;vw
 Passat;20998;Semi-Auto;50;Diesel;145;49,6;1,6;vw
 X2;38970;Semi-Auto;600;Diesel;145;58,9;2;BMW
 Q3;33990;Manual;24;Petrol;145;39,8;1,5;audi
 Fiesta;15495;Automatic;3000;Petrol;145;48,7;1;Ford
 I10;13495;Manual;1000;Petrol;145;51,4;1,2;Hyundai
 Golf;23999;Automatic;5000;Other;145;44,8;1,5;vw
 Q3;33491;Semi-Auto;4432;Petrol;150;39,2;1,5;audi
 T-Cross;19000;Manual;3000;Petrol;145;47,9;1;vw
 Focus;18500;Manual;100;Petrol;145;60,1;1;Ford
 Q5;60000;Semi-Auto;7499;Diesel;145;32,5;3;audi
 Q3;32444;Automatic;2700;Petrol;145;31,4;2;audi
 Golf;24450;Automatic;1000;Petrol;150;44,8;1,5;vw
 X7;66988;Automatic;5000;Diesel;145;33,6;3;BMW
 I10;11990;Manual;2000;Petrol;145;56,5;1;Hyundai
 Superb;29799;Automatic;897;Hybrid;135;201,8;1,4;skoda
 Passat;20998;Semi-Auto;15;Diesel;145;49,6;1,6;vw
 Q7;59990;Semi-Auto;799;Diesel;145;33,2;3;audi
 Q5;48850;Semi-Auto;705;Diesel;145;34,5;3;audi
 2 Series;24995;Semi-Auto;2200;Petrol;145;50,4;2;BMW
 A3;21450;Manual;4541;Diesel;150;51,4;1,6;audi
 A4;37995;Automatic;203;Diesel;145;45,6;2;audi
 Q5;58990;Semi-Auto;2396;Diesel;145;32,5;3;audi
 Yaris;12495;Manual;4895;Petrol;150;49,6;1;toyota
 Kodiaq;36900;Automatic;3000;Diesel;150;38,7;2;skoda
 Up;10000;Manual;10;Petrol;150;54,3;1;vw
 Superb;23999;Semi-Auto;3500;Petrol;145;38,2;2;skoda
 T-Roc;24490;Manual;381;Petrol;150;42,2;1,5;vw
 Polo;14850;Manual;976;Petrol;145;52,3;1;vw
 Golf;21856;Automatic;1243;Diesel;145;53,3;2;vw
 Q3;33990;Automatic;4000;Diesel;145;47,1;0;audi
 Up;9989;Manual;2563;Petrol;145;54,3;1;vw
 Kamiq;21000;Manual;11;Petrol;150;46,3;1,5;skoda
 T-Cross;23950;Manual;7000;Diesel;145;52,3;1,6;vw
 2 Series;28993;Semi-Auto;500;Diesel;145;67,3;2;BMW
 Golf;22000;Semi-Auto;2000;Petrol;145;45,6;1,5;vw
 A4;29995;Semi-Auto;100;Petrol;150;39,2;2;audi
 Focus;20390;Automatic;5750;Diesel;145;74,3;1,5;Ford
 6 Series;36550;Automatic;101;Petrol;145;42,8;2;BMW
 Polo;14999;Manual;5000;Petrol;145;47,9;1;vw
 3 Series;23990;Manual;13;Diesel;145;56,5;2;BMW
 1 Series;26495;Semi-Auto;10;Petrol;145;42,8;1,5;BMW
 3 Series;43995;Semi-Auto;2252;Petrol;145;34,9;3;BMW
 Tiguan Allspace;36999;Semi-Auto;6000;Diesel;145;38,7;2;vw
 T-Roc;27444;Automatic;2256;Diesel;145;49,6;2;vw
 Tiguan;32450;Manual;4500;Diesel;145;42,8;2;vw
 Puma;21999;Manual;2500;Petrol;150;50,4;1;Ford
 Kamiq;23490;Automatic;10;Petrol;145;52,3;1,6;skoda
 Golf;26852;Semi-Auto;5000;Hybrid;145;44,8;1,5;vw
 4 Series;27500;Semi-Auto;25;Diesel;145;60,1;2;BMW
 X3;37990;Semi-Auto;6992;Diesel;150;54,3;2;BMW
 Corolla;19495;Manual;4568;Petrol;150;39,2;1,2;toyota
 X1;25980;Semi-Auto;19;Diesel;145;60,1;2;BMW
 Fiesta;18000;Manual;5;Petrol;145;55,4;1;Ford
 Tiguan;34200;Manual;2000;Diesel;145;42,8;2;vw
 T-Cross;24490;Semi-Auto;5000;Petrol;145;45,6;1;vw
 Golf;20500;Manual;2500;Petrol;145;47,1;1,5;vw
 X3;37495;Automatic;4500;Diesel;145;54,3;2;BMW
 Up;13290;Manual;1000;Petrol;145;50,4;1;vw
 1 Series;32495;Automatic;10;Diesel;145;48,7;2;BMW
 T-Roc;20995;Manual;4000;Petrol;145;42,2;1,5;vw
 Q5;38750;Semi-Auto;2000;Diesel;145;38,2;2;audi
 Octavia;21690;Automatic;1908;Petrol;150;37,7;2;skoda
 Yaris;15885;Manual;211;Petrol;145;47,9;1,5;toyota
 T-Roc;24495;Manual;1955;Diesel;150;50,4;2;vw
 Yaris;13999;Manual;20;Petrol;145;47,9;1,5;toyota
 Focus;19480;Automatic;2;Diesel;145;67,3;1,5;Ford
 Q5;34500;Automatic;5362;Diesel;145;38,2;2;audi
 5 Series;34840;Semi-Auto;105;Hybrid;145;44,8;2;BMW
 Q3;29488;Manual;1500;Petrol;145;40,9;0;audi
 C-HR;27999;Automatic;3545;Hybrid;140;54,3;2;toyota
 X3;54990;Semi-Auto;2137;Hybrid;135;5,5;2;BMW
 Touareg;44999;Semi-Auto;8000;Diesel;145;34,5;3;vw
 Up;10750;Manual;100;Petrol;145;54,3;1;vw
 A5;30850;Semi-Auto;4000;Diesel;145;47,1;2;audi
 Corolla;20692;Manual;7345;Petrol;145;39,2;1,2;toyota
 M4;48630;Semi-Auto;99;Petrol;145;34;3;BMW
 Scala;16957;Manual;1652;Diesel;145;57,7;1,6;skoda
 Polo;17490;Semi-Auto;1650;Petrol;145;45,6;1;vw
 A4;29000;Semi-Auto;20;Petrol;145;42,2;2;audi
 Caddy Maxi Life;22490;Automatic;89;Diesel;145;46,3;2;vw
 Passat;32491;Automatic;2000;Diesel;145;48,7;2;vw
 8 Series;66991;Semi-Auto;123;Petrol;145;33,2;3;BMW
 Golf;19995;Manual;500;Petrol;145;46,3;1,5;vw
 Q3;37888;Automatic;1500;Petrol;145;30,7;0;audi
 X5;65000;Semi-Auto;1435;Petrol;145;23,2;4,4;BMW
 2 Series;32995;Semi-Auto;1501;Petrol;145;36,2;2;BMW
 X6;55890;Semi-Auto;9710;Diesel;145;34,9;3;BMW
 Q7;82995;Semi-Auto;826;Diesel;145;29,4;4;audi
 X6;55890;Semi-Auto;3340;Diesel;145;34,9;3;BMW
 X4;41904;Semi-Auto;101;Diesel;145;42,8;2;BMW
 Up;9499;Manual;722;Petrol;145;54,3;1;vw
 T-Roc;19990;Manual;1897;Petrol;145;44,1;1;vw
 Puma;19970;Manual;2075;Petrol;145;50,4;1;Ford
 Kodiaq;31499;Automatic;3539;Diesel;145;39,2;2;skoda
 Tiguan;32285;Manual;10;Diesel;145;47,9;2;vw
 Scala;18250;Manual;1284;Diesel;145;57,7;1,6;skoda
 X1;25480;Semi-Auto;24;Diesel;145;60,1;2;BMW
 Golf SV;21500;Semi-Auto;3000;Petrol;150;42,8;1,5;vw
 Mustang;39990;Semi-Auto;691;Petrol;145;22,1;5;Ford
 M4;49488;Automatic;10;Petrol;150;34;3;BMW
 Polo;15081;Manual;1379;Petrol;150;52,3;1;vw
 T-Roc;31990;Automatic;5500;Petrol;150;32,5;2;vw
 Q7;62990;Semi-Auto;6000;Diesel;145;33,2;3;audi
 T-Roc;28995;Semi-Auto;2000;Petrol;145;34,5;2;vw
 X3;33995;Semi-Auto;1501;Diesel;145;54,3;2;BMW
 Scala;18750;Manual;10;Petrol;145;49,6;1;skoda
 Up;10490;Manual;1300;Petrol;145;54,3;1;vw
 T-Roc;24490;Manual;799;Petrol;145;44,1;1,5;vw
 Golf;22500;Manual;2000;Diesel;145;62,8;2;vw
 I10;12495;Manual;4000;Petrol;145;51,4;1,2;Hyundai
 3 Series;41850;Automatic;101;Diesel;145;44,1;3;BMW
 Up;10200;Manual;10;Petrol;150;54,3;1;vw
 Golf;23270;Manual;5000;Petrol;145;49,6;1,5;vw
 Tiguan;31499;Semi-Auto;1000;Diesel;145;45,6;2;vw
 Q3;36000;Semi-Auto;3000;Petrol;145;31,4;2;audi
 Passat;21998;Semi-Auto;10;Diesel;145;49,6;1,6;vw
 X7;64995;Semi-Auto;3452;Diesel;150;33,6;3;BMW
 Kuga;25490;Manual;1128;Diesel;145;39,2;2;Ford
 Golf;18695;Manual;1500;Petrol;145;50,4;1,5;vw
 4 Series;26500;Semi-Auto;37;Petrol;145;48,7;2;BMW
 EcoSport;16698;Manual;866;Petrol;145;53,3;1;Ford
 A4;32995;Semi-Auto;2000;Petrol;145;38,2;2;audi
 I30;26990;Manual;1300;Petrol;150;34;2;Hyundai
 Polo;18231;Semi-Auto;3375;Petrol;145;46,3;1;vw
 Up;9690;Manual;2277;Petrol;145;54,3;1;vw
 I20;12770;Manual;101;Petrol;145;46,3;1,2;Hyundai
 5 Series;28990;Semi-Auto;103;Hybrid;145;62,8;2;BMW
 Q2;25950;Manual;2330;Petrol;145;43,5;1,5;audi
 3 Series;32400;Automatic;2121;Diesel;145;52,3;2;BMW
 Puma;22975;Manual;3000;Petrol;145;50,4;1;Ford
 Q5;35000;Semi-Auto;5000;Diesel;145;38,2;2;audi
 T-Roc;19644;Manual;13952;Petrol;150;44,1;1;vw
 X6;49975;Semi-Auto;2950;Diesel;150;34,9;3;BMW
 T-Cross;23990;Automatic;4616;Petrol;145;45,6;1;vw
 Q3;41500;Semi-Auto;4000;Petrol;145;31;2;audi
 Tiguan;30995;Manual;500;Diesel;145;42,2;2;vw
 Superb;33995;Semi-Auto;6063;Hybrid;135;176,6;1,4;skoda
 Golf;26495;Semi-Auto;2000;Hybrid;145;44,8;1,5;vw
 A1;25790;Automatic;3222;Petrol;145;44,1;1,5;audi
 GT86;27995;Manual;1055;Petrol;145;33,2;2;toyota
 Z4;31000;Semi-Auto;1595;Petrol;145;38,7;2;BMW
 T-Roc;30991;Semi-Auto;1343;Petrol;145;34,5;2;vw
 Q3;37495;Semi-Auto;2000;Petrol;145;39,8;1,5;audi
 Polo;20950;Semi-Auto;3538;Petrol;145;39,8;2;vw
 Tiguan;38990;Semi-Auto;1483;Diesel;145;39,2;2;vw
 Up;10000;Manual;4000;Petrol;145;54,3;1;vw
 A5;40990;Semi-Auto;2900;Diesel;145;44,8;2;audi
 Aygo;11390;Semi-Auto;4574;Petrol;145;56,5;1;toyota
 Polo;13995;Manual;3168;Petrol;150;47,9;1;vw
 3 Series;34989;Semi-Auto;100;Diesel;145;50,4;2;BMW
 Polo;14999;Manual;1309;Petrol;145;47,9;1;vw
 Passat;24990;Manual;1108;Petrol;145;45,6;1,5;vw
 Passat;20998;Semi-Auto;10;Diesel;145;49,6;1,6;vw
 4 Series;24490;Semi-Auto;105;Diesel;145;65,7;2;BMW
 Passat;25490;Automatic;478;Petrol;145;42,8;1,5;vw
 T-Roc;27490;Manual;3001;Petrol;145;42,2;1,5;vw
 Fiesta;19718;Manual;10;Petrol;145;55,4;1;Ford
 T-Roc;25480;Manual;5;Petrol;145;42,2;1,5;vw
 Sharan;28990;Semi-Auto;746;Petrol;145;32,5;1,4;vw
 Puma;25000;Manual;2396;Petrol;145;49,6;1;Ford
 A5;32495;Semi-Auto;2000;Petrol;145;39,2;2;audi
 A1;18500;Manual;641;Petrol;145;48,7;1;audi
 Golf;22989;Automatic;3921;Diesel;150;52,3;2;vw
 Polo;16750;Semi-Auto;10;Petrol;145;45,6;1;vw
 Touareg;54990;Semi-Auto;6000;Diesel;150;33,6;3;vw
 Passat;20998;Semi-Auto;10;Diesel;145;49,6;1,6;vw
 Passat;28000;Manual;709;Diesel;145;55,4;2;vw
 T-Cross;19999;Manual;2001;Petrol;145;47,9;1;vw
 A1;22000;Semi-Auto;2999;Petrol;145;44,8;1;audi
 Focus;21000;Manual;52;Petrol;145;60,1;1;Ford
 Polo;13900;Manual;1600;Petrol;150;48,7;1;vw
 A5;29990;Automatic;10;Petrol;145;40,4;2;audi
 Tucson;26995;Manual;3000;Hybrid;145;47,9;1,6;Hyundai
 Fabia;13795;Manual;1000;Petrol;145;51,4;1;skoda
 T-Cross;19290;Manual;10;Diesel;145;53,3;1,6;vw
 2 Series;23990;Semi-Auto;10;Petrol;150;39,2;1,5;BMW
 4 Series;42520;Semi-Auto;102;Diesel;145;65,7;2;BMW
 Scala;15895;Semi-Auto;3263;Petrol;145;47,1;1;skoda
 Q3;29944;Manual;1500;Petrol;145;40,9;0;audi
 T-Roc;21411;Manual;2461;Petrol;150;42,2;1,5;vw
 3 Series;27990;Semi-Auto;6565;Petrol;150;42,2;2;BMW
 Q7;70950;Automatic;5000;Diesel;145;30,1;4;audi
 TT;32490;Semi-Auto;2950;Petrol;145;34,9;2;audi
 Sharan;27990;Semi-Auto;1000;Diesel;145;40,9;2;vw
 Polo;18957;Semi-Auto;549;Petrol;145;46,3;1;vw
 Polo;14999;Manual;2000;Petrol;145;47,9;1;vw
 Fabia;12000;Manual;1500;Petrol;145;51,4;1;skoda
 Q3;35490;Automatic;500;Diesel;145;47,1;2;audi
 X2;26780;Semi-Auto;1500;Diesel;145;61,4;2;BMW
 Q3;40000;Semi-Auto;3500;Petrol;145;31,7;2;audi
 I30;25280;Manual;2148;Petrol;145;34;2;Hyundai
 Q2;33000;Semi-Auto;820;Petrol;145;32,5;2;audi
 3 Series;27999;Semi-Auto;6;Petrol;145;42,2;2;BMW
 2 Series;27989;Manual;3890;Petrol;145;43,5;1,5;BMW
 Santa Fe;37995;Semi-Auto;9;Diesel;145;39,2;2,2;Hyundai
 1 Series;32995;Semi-Auto;5;Diesel;145;48,7;2;BMW
 Octavia;19819;Semi-Auto;1652;Diesel;145;54,3;2;skoda
 4 Series;42194;Semi-Auto;101;Petrol;145;39,2;3;BMW
 3 Series;23990;Manual;16;Diesel;145;56,5;2;BMW
 Q5;39495;Semi-Auto;5000;Petrol;145;32,1;2;audi
 Q2;26950;Semi-Auto;5000;Petrol;145;42,2;1,5;audi
 Puma;19990;Manual;2477;Petrol;145;50,4;1;Ford
 A1;27880;Semi-Auto;3273;Petrol;145;44,1;1,5;audi
 X3;36853;Semi-Auto;2479;Diesel;145;54,3;2;BMW
 X6;52990;Semi-Auto;3200;Diesel;145;34,9;3;BMW
 Golf;23000;Manual;5282;Diesel;145;62,8;2;vw
 T-Cross;19990;Manual;1610;Petrol;145;47,9;1;vw
 Golf;21990;Semi-Auto;1862;Diesel;150;52,3;2;vw
 Mustang;42999;Manual;10;Petrol;145;23,7;5;Ford
 Kuga;31000;Semi-Auto;10;Hybrid;135;201,8;2,5;Ford
 A1;19490;Manual;4000;Petrol;150;47,9;1;audi
 Polo;13490;Manual;4578;Petrol;145;48,7;1;vw
 Golf;35789;Automatic;5000;Other;145;36,2;2;vw
 Up;10125;Manual;15;Petrol;145;54,3;1;vw
 Passat;21465;Semi-Auto;100;Diesel;150;49,6;1,6;vw
 Tiguan;29500;Semi-Auto;1230;Diesel;145;40,4;2;vw
 X2;30000;Automatic;101;Petrol;145;42,2;1,5;BMW
 Golf;25999;Semi-Auto;3000;Hybrid;150;44,8;1,5;vw
 5 Series;27980;Semi-Auto;105;Hybrid;145;52,3;2;BMW
 A4;42840;Semi-Auto;5233;Diesel;145;39,2;3;audi
 A5;27450;Semi-Auto;78;Diesel;145;47,1;2;audi
 Up;12135;Manual;100;Petrol;145;51,4;1;vw
 Golf SV;22995;Semi-Auto;1734;Diesel;150;50,4;1,6;vw
 4 Series;32995;Semi-Auto;10;Diesel;145;50,4;3;BMW
 T-Roc;29991;Semi-Auto;1805;Diesel;150;49,6;2;vw
 Mondeo;22499;Manual;2813;Diesel;145;51,4;2;Ford
 Touareg;48465;Semi-Auto;7000;Diesel;145;33,6;3;vw
 Polo;16391;Manual;1000;Diesel;145;57,7;1,6;vw
 A5;28945;Semi-Auto;5000;Diesel;145;50,4;2;audi
 Golf;21982;Manual;5000;Petrol;145;46,3;1,5;vw
 Tucson;22495;Manual;50;Petrol;145;34,9;1,6;Hyundai
 Tiguan;23990;Manual;2734;Petrol;145;38,2;1,5;vw
 A1;19290;Manual;2216;Petrol;145;47,9;1;audi
 A5;35220;Semi-Auto;4709;Diesel;145;48,7;2;audi
 Kamiq;19995;Manual;1562;Petrol;150;47,9;1;skoda
 Z4;29990;Semi-Auto;4646;Petrol;145;38,7;2;BMW
 2 Series;23990;Semi-Auto;9;Petrol;145;47,9;2;BMW
 Golf;21499;Manual;5000;Petrol;145;47,1;1,5;vw
 Up;9990;Manual;63;Petrol;145;54,3;1;vw
 Golf;19990;Manual;2500;Diesel;145;57,7;1,6;vw
 Q3;32490;Manual;750;Petrol;145;40,9;1,5;audi
 Golf;30498;Semi-Auto;15;Petrol;150;32,8;2;vw
 EcoSport;17500;Manual;500;Petrol;145;53,3;1;Ford
 Golf;29999;Automatic;1000;Hybrid;135;141,3;1,4;vw
 Kodiaq;36999;Semi-Auto;1000;Diesel;145;39,2;2;skoda
 Focus;28939;Manual;601;Petrol;145;34,5;2,3;Ford
 Fabia;13990;Manual;8;Petrol;150;51,4;1;skoda
 Tucson;22995;Manual;1334;Petrol;145;34,9;1,6;Hyundai
 Puma;23999;Manual;1137;Petrol;145;50,4;1;Ford
 Up;9990;Manual;500;Petrol;145;54,3;1;vw
 Tiguan;32999;Automatic;1000;Diesel;145;42,8;2;vw
 5 Series;43990;Semi-Auto;10;Petrol;145;39,2;3;BMW
 Tiguan;33990;Semi-Auto;2214;Diesel;145;45,6;2;vw
 5 Series;33995;Semi-Auto;1501;Hybrid;145;49,6;2;BMW
 A3;24480;Automatic;2415;Petrol;145;40,9;2;audi
 Puma;23000;Manual;363;Petrol;145;50,4;1;Ford
 4 Series;25980;Manual;14;Petrol;145;46,3;2;BMW
 X1;34999;Semi-Auto;3000;Diesel;150;52,3;2;BMW
 Golf;21999;Manual;1118;Petrol;145;49,6;1,5;vw
 T-Cross;23989;Automatic;2800;Diesel;150;51,4;1,6;vw
 Caravelle;45995;Semi-Auto;3000;Diesel;150;33,6;2;vw
 Octavia;21000;Manual;108;Diesel;145;54,3;2;skoda
 4 Series;25995;Semi-Auto;100;Petrol;145;45,6;2;BMW
 T-Roc;26450;Semi-Auto;2000;Petrol;145;39,8;1,5;vw
 I20;14485;Manual;100;Petrol;145;46,3;1,2;Hyundai
 A1;24000;Semi-Auto;4500;Petrol;145;44,8;1,5;audi
 Touareg;51950;Semi-Auto;2000;Diesel;145;33,6;3;vw
 T-Roc;27507;Semi-Auto;2051;Petrol;145;39,8;1,5;vw
 Golf;20891;Semi-Auto;3200;Petrol;145;47,1;1,5;vw
 Touran;29999;Semi-Auto;3500;Petrol;150;38,7;1,5;vw
 Q3;38990;Semi-Auto;5000;Petrol;145;39,8;1,5;audi
 Q3;29950;Semi-Auto;4750;Diesel;145;48,7;2;audi
 Fiesta;15999;Manual;2100;Petrol;150;58,9;1;Ford
 Amarok;44980;Automatic;10000;Diesel;265;27,7;3;vw
 X1;28940;Semi-Auto;1550;Diesel;145;53,3;2;BMW
 5 Series;27990;Semi-Auto;9;Hybrid;150;49,6;2;BMW
 Mondeo;22000;Manual;10;Diesel;145;65,7;2;Ford
 Polo;17994;Manual;2000;Petrol;150;52,3;1;vw
 Q3;34000;Semi-Auto;4500;Petrol;145;31,4;2;audi
 T-Roc;35000;Semi-Auto;2000;Petrol;150;32,5;2;vw
 Up;10980;Manual;100;Petrol;145;54,3;1;vw
 A4;30990;Semi-Auto;4454;Petrol;145;38,2;2;audi
 M4;47950;Semi-Auto;105;Petrol;145;32,5;3;BMW
 2 Series;32895;Semi-Auto;1548;Petrol;150;36,2;2;BMW
 X5;54998;Semi-Auto;1500;Diesel;150;37,7;3;BMW
 8 Series;63000;Semi-Auto;3000;Diesel;145;40,4;3;BMW
 3 Series;33995;Semi-Auto;4000;Petrol;145;41,5;2;BMW
 Mondeo;20000;Manual;7;Diesel;145;65,7;2;Ford
 3 Series;33995;Automatic;10;Diesel;145;50,4;2;BMW
 T-Roc;33990;Semi-Auto;1247;Petrol;145;32,5;2;vw
 Up;10950;Manual;2038;Petrol;145;54,3;1;vw
 T-Roc;25490;Manual;2500;Petrol;145;44,1;1,5;vw
 Kodiaq;29995;Automatic;3982;Diesel;145;39,2;2;skoda
 Golf;21500;Semi-Auto;6000;Petrol;145;45,6;1,5;vw
 I20;13995;Manual;1974;Petrol;145;47,9;1;Hyundai
 Tiguan;33357;Manual;1896;Diesel;145;47,9;2;vw
 2 Series;32993;Semi-Auto;500;Diesel;145;47,1;2;BMW
 Polo;19625;Automatic;3388;Petrol;145;46,3;1;vw
 Up;10500;Manual;1000;Petrol;145;54,3;1;vw
 Golf;24500;Automatic;1000;Petrol;145;44,8;1,5;vw
 Q3;32444;Semi-Auto;4432;Petrol;145;31,4;2;audi
 Golf SV;18990;Manual;1000;Petrol;145;45,6;1,5;vw
 Yaris;14990;Automatic;2;Petrol;150;47,9;1,5;toyota
 6 Series;34490;Semi-Auto;6;Petrol;145;42,8;2;BMW
 3 Series;42430;Semi-Auto;102;Diesel;145;50,4;2;BMW
 Puma;21999;Manual;1879;Petrol;145;50,4;1;Ford
 5 Series;29990;Semi-Auto;12;Hybrid;150;62,8;2;BMW
 Passat;20998;Semi-Auto;15;Diesel;145;49,6;1,6;vw
 TT;53500;Semi-Auto;4000;Petrol;145;30,7;2,5;audi
 Up;11295;Manual;499;Petrol;145;54,3;1;vw
 EcoSport;18000;Manual;100;Petrol;150;53,3;1;Ford
 X5;59993;Semi-Auto;500;Diesel;145;37,7;3;BMW
 Passat;20998;Semi-Auto;15;Diesel;145;49,6;1,6;vw
 T-Cross;19250;Manual;2636;Petrol;145;47,9;1;vw
 Scala;19990;Semi-Auto;1000;Petrol;145;47,1;1;skoda
 Kamiq;21495;Semi-Auto;2000;Diesel;145;52,3;1,6;skoda
 Q5;41000;Semi-Auto;3500;Petrol;145;32,1;2;audi
 X1;33400;Manual;321;Diesel;145;50,4;2;BMW
 A4;29990;Semi-Auto;500;Petrol;145;40,9;2;audi
 3 Series;32995;Automatic;4000;Diesel;145;50,4;2;BMW
 I10;13366;Manual;3600;Petrol;150;53,3;1;Hyundai
 Ioniq;20995;Automatic;5395;Hybrid;135;62,8;1,6;Hyundai
 Golf;25495;Manual;3000;Petrol;150;47,1;1,5;vw
 T-Cross;20990;Manual;100;Diesel;145;53,3;1,6;vw
 T-Cross;22000;Automatic;4212;Petrol;145;45,6;1;vw
 Passat;31000;Semi-Auto;5000;Diesel;145;48,7;2;vw
 Puma;20890;Manual;2548;Petrol;150;50,4;1;Ford
 5 Series;29950;Semi-Auto;6;Hybrid;145;49,6;2;BMW
 X6;55985;Semi-Auto;1365;Diesel;145;34,9;3;BMW
 Scala;15490;Manual;503;Petrol;145;50,4;1;skoda
 X1;28990;Semi-Auto;1981;Petrol;145;46,3;1,5;BMW
 Touareg;42990;Semi-Auto;3981;Diesel;145;34,9;3;vw
 Q3;33444;Automatic;1500;Petrol;145;31,4;0;audi
